"kanji","hiragana","pos","korean_meaning","question_type","difficulty"
"会社","かいしゃ","n","회사","reading","2"
"会社","かいしゃ","n","회사","meaning_to_japanese","2"
"会社","かいしゃ","n","회사","japanese_to_meaning","2"
"買い物","かいもの","n","쇼핑","reading","2"
"買い物","かいもの","n","쇼핑","meaning_to_japanese","2"
"買い物","かいもの","n","쇼핑","japanese_to_meaning","2"
"帰り","かえり","n","돌아가는 길","reading","2"
"帰り","かえり","n","돌아가는 길","meaning_to_japanese","2"
"帰り","かえり","n","돌아가는 길","japanese_to_meaning","2"
"返す","かえす","v","돌려주다","reading","2"
"返す","かえす","v","돌려주다","meaning_to_japanese","2"
"返す","かえす","v","돌려주다","japanese_to_meaning","2"
"帰る","かえる","v","돌아가다","reading","2"
"帰る","かえる","v","돌아가다","meaning_to_japanese","2"
"帰る","かえる","v","돌아가다","japanese_to_meaning","2"
"変える","かえる","v","바꾸다","reading","2"
"変える","かえる","v","바꾸다","meaning_to_japanese","2"
"変える","かえる","v","바꾸다","japanese_to_meaning","2"
"科学","かがく","n","과학","reading","2"
"科学","かがく","n","과학","meaning_to_japanese","2"
"科学","かがく","n","과학","japanese_to_meaning","2"
"鏡","かがみ","n","거울","reading","1"
"鏡","かがみ","n","거울","meaning_to_japanese","1"
"鏡","かがみ","n","거울","japanese_to_meaning","1"
"輝く","かがやく","v","빛나다","reading","2"
"輝く","かがやく","v","빛나다","meaning_to_japanese","2"
"輝く","かがやく","v","빛나다","japanese_to_meaning","2"
"抱える","かかえる","v","안다","reading","2"
"抱える","かかえる","v","안다","meaning_to_japanese","2"
"抱える","かかえる","v","안다","japanese_to_meaning","2"
"係","かかり","n","담당자","reading","1"
"係","かかり","n","담당자","meaning_to_japanese","1"
"係","かかり","n","담당자","japanese_to_meaning","1"
"掛かる","かかる","v","걸리다","reading","2"
"掛かる","かかる","v","걸리다","meaning_to_japanese","2"
"掛かる","かかる","v","걸리다","japanese_to_meaning","2"
"掛ける","かける","v","걸다","reading","2"
"掛ける","かける","v","걸다","meaning_to_japanese","2"
"掛ける","かける","v","걸다","japanese_to_meaning","2"
"書く","かく","v","쓰다","reading","2"
"書く","かく","v","쓰다","meaning_to_japanese","2"
"書く","かく","v","쓰다","japanese_to_meaning","2"
"隠す","かくす","v","숨기다","reading","2"
"隠す","かくす","v","숨기다","meaning_to_japanese","2"
"隠す","かくす","v","숨기다","japanese_to_meaning","2"
"確認","かくにん","n/v","확인","reading","2"
"確認","かくにん","n/v","확인","meaning_to_japanese","2"
"確認","かくにん","n/v","확인","japanese_to_meaning","2"
"囲む","かこむ","v","둘러싸다","reading","2"
"囲む","かこむ","v","둘러싸다","meaning_to_japanese","2"
"囲む","かこむ","v","둘러싸다","japanese_to_meaning","2"
"影","かげ","n","그림자","reading","1"
"影","かげ","n","그림자","meaning_to_japanese","1"
"影","かげ","n","그림자","japanese_to_meaning","1"
"家具","かぐ","n","가구","reading","2"
"家具","かぐ","n","가구","meaning_to_japanese","2"
"家具","かぐ","n","가구","japanese_to_meaning","2"
"学生","がくせい","n","학생","reading","2"
"学生","がくせい","n","학생","meaning_to_japanese","2"
"学生","がくせい","n","학생","japanese_to_meaning","2"
"学期","がっき","n","학기","reading","2"
"学期","がっき","n","학기","meaning_to_japanese","2"
"学期","がっき","n","학기","japanese_to_meaning","2"
"楽器","がっき","n","악기","reading","2"
"楽器","がっき","n","악기","meaning_to_japanese","2"
"楽器","がっき","n","악기","japanese_to_meaning","2"
"学校","がっこう","n","학교","reading","2"
"学校","がっこう","n","학교","meaning_to_japanese","2"
"学校","がっこう","n","학교","japanese_to_meaning","2"
"肩","かた","n","어깨","reading","1"
"肩","かた","n","어깨","meaning_to_japanese","1"
"肩","かた","n","어깨","japanese_to_meaning","1"
"方","かた","n","방법, 분(존경어)","reading","2"
"方","かた","n","방법, 분(존경어)","meaning_to_japanese","2"
"方","かた","n","방법, 분(존경어)","japanese_to_meaning","2"
"形","かたち","n","모양","reading","1"
"形","かたち","n","모양","meaning_to_japanese","1"
"形","かたち","n","모양","japanese_to_meaning","1"
"固い","かたい","i-adj","딱딱하다","reading","2"
"固い","かたい","i-adj","딱딱하다","meaning_to_japanese","2"
"固い","かたい","i-adj","딱딱하다","japanese_to_meaning","2"
"語る","かたる","v","이야기하다","reading","2"
"語る","かたる","v","이야기하다","meaning_to_japanese","2"
"語る","かたる","v","이야기하다","japanese_to_meaning","2"
"片付ける","かたづける","v","정리하다","reading","2"
"片付ける","かたづける","v","정리하다","meaning_to_japanese","2"
"片付ける","かたづける","v","정리하다","japanese_to_meaning","2"
"勝つ","かつ","v","이기다","reading","2"
"勝つ","かつ","v","이기다","meaning_to_japanese","2"
"勝つ","かつ","v","이기다","japanese_to_meaning","2"
"活動","かつどう","n/v","활동","reading","2"
"活動","かつどう","n/v","활동","meaning_to_japanese","2"
"活動","かつどう","n/v","활동","japanese_to_meaning","2"
"活用","かつよう","n/v","활용","reading","2"
"活用","かつよう","n/v","활용","meaning_to_japanese","2"
"活用","かつよう","n/v","활용","japanese_to_meaning","2"
"家庭","かてい","n","가정","reading","2"
"家庭","かてい","n","가정","meaning_to_japanese","2"
"家庭","かてい","n","가정","japanese_to_meaning","2"
"角","かど","n","모서리, 구석","reading","2"
"角","かど","n","모서리, 구석","meaning_to_japanese","2"
"角","かど","n","모서리, 구석","japanese_to_meaning","2"
"金","かね","n","돈, 금","reading","2"
"金","かね","n","돈, 금","meaning_to_japanese","2"
"金","かね","n","돈, 금","japanese_to_meaning","2"
"悲しい","かなしい","i-adj","슬프다","reading","2"
"悲しい","かなしい","i-adj","슬프다","meaning_to_japanese","2"
"悲しい","かなしい","i-adj","슬프다","japanese_to_meaning","2"
"必ず","かならず","adv","반드시","reading","2"
"必ず","かならず","adv","반드시","meaning_to_japanese","2"
"必ず","かならず","adv","반드시","japanese_to_meaning","2"
"彼女","かのじょ","n","그녀, 여자친구","reading","2"
"彼女","かのじょ","n","그녀, 여자친구","meaning_to_japanese","2"
"彼女","かのじょ","n","그녀, 여자친구","japanese_to_meaning","2"
"鞄","かばん","n","가방","reading","1"
"鞄","かばん","n","가방","meaning_to_japanese","1"
"鞄","かばん","n","가방","japanese_to_meaning","1"
"花瓶","かびん","n","꽃병","reading","2"
"花瓶","かびん","n","꽃병","meaning_to_japanese","2"
"花瓶","かびん","n","꽃병","japanese_to_meaning","2"
"壁","かべ","n","벽","reading","1"
"壁","かべ","n","벽","meaning_to_japanese","1"
"壁","かべ","n","벽","japanese_to_meaning","1"
"株","かぶ","n","주식","reading","1"
"株","かぶ","n","주식","meaning_to_japanese","1"
"株","かぶ","n","주식","japanese_to_meaning","1"
"被る","かぶる","v","쓰다","reading","2"
"被る","かぶる","v","쓰다","meaning_to_japanese","2"
"被る","かぶる","v","쓰다","japanese_to_meaning","2"
"紙","かみ","n","종이","reading","1"
"紙","かみ","n","종이","meaning_to_japanese","1"
"紙","かみ","n","종이","japanese_to_meaning","1"
"神","かみ","n","신","reading","1"
"神","かみ","n","신","meaning_to_japanese","1"
"神","かみ","n","신","japanese_to_meaning","1"
"髪","かみ","n","머리카락","reading","1"
"髪","かみ","n","머리카락","meaning_to_japanese","1"
"髪","かみ","n","머리카락","japanese_to_meaning","1"
"噛む","かむ","v","씹다","reading","2"
"噛む","かむ","v","씹다","meaning_to_japanese","2"
"噛む","かむ","v","씹다","japanese_to_meaning","2"
"火曜日","かようび","n","화요일","reading","2"
"火曜日","かようび","n","화요일","meaning_to_japanese","2"
"火曜日","かようび","n","화요일","japanese_to_meaning","2"
"空","から","adj","빈","reading","1"
"空","から","adj","빈","meaning_to_japanese","1"
"空","から","adj","빈","japanese_to_meaning","1"
"辛い","からい","i-adj","맵다","reading","2"
"辛い","からい","i-adj","맵다","meaning_to_japanese","2"
"辛い","からい","i-adj","맵다","japanese_to_meaning","2"
"体","からだ","n","몸","reading","1"
"体","からだ","n","몸","meaning_to_japanese","1"
"体","からだ","n","몸","japanese_to_meaning","1"
"枯れる","かれる","v","시들다","reading","2"
"枯れる","かれる","v","시들다","meaning_to_japanese","2"
"枯れる","かれる","v","시들다","japanese_to_meaning","2"
"彼","かれ","pron","그","reading","2"
"彼","かれ","pron","그","meaning_to_japanese","2"
"彼","かれ","pron","그","japanese_to_meaning","2"
"軽い","かるい","i-adj","가볍다","reading","2"
"軽い","かるい","i-adj","가볍다","meaning_to_japanese","2"
"軽い","かるい","i-adj","가볍다","japanese_to_meaning","2"
"借りる","かりる","v","빌리다","reading","2"
"借りる","かりる","v","빌리다","meaning_to_japanese","2"
"借りる","かりる","v","빌리다","japanese_to_meaning","2"
"川","かわ","n","강","reading","1"
"川","かわ","n","강","meaning_to_japanese","1"
"川","かわ","n","강","japanese_to_meaning","1"
"革","かわ","n","가죽","reading","1"
"革","かわ","n","가죽","meaning_to_japanese","1"
"革","かわ","n","가죽","japanese_to_meaning","1"
"乾く","かわく","v","마르다","reading","2"
"乾く","かわく","v","마르다","meaning_to_japanese","2"
"乾く","かわく","v","마르다","japanese_to_meaning","2"
"代わる","かわる","v","대신하다","reading","2"
"代わる","かわる","v","대신하다","meaning_to_japanese","2"
"代わる","かわる","v","대신하다","japanese_to_meaning","2"
"可愛い","かわいい","i-adj","귀엽다","reading","2"
"可愛い","かわいい","i-adj","귀엽다","meaning_to_japanese","2"
"可愛い","かわいい","i-adj","귀엽다","japanese_to_meaning","2"
"考える","かんがえる","v","생각하다","reading","2"
"考える","かんがえる","v","생각하다","meaning_to_japanese","2"
"考える","かんがえる","v","생각하다","japanese_to_meaning","2"
"感じ","かんじ","n","느낌","reading","2"
"感じ","かんじ","n","느낌","meaning_to_japanese","2"
"感じ","かんじ","n","느낌","japanese_to_meaning","2"
"感じる","かんじる","v","느끼다","reading","2"
"感じる","かんじる","v","느끼다","meaning_to_japanese","2"
"感じる","かんじる","v","느끼다","japanese_to_meaning","2"
"漢字","かんじ","n","한자","reading","2"
"漢字","かんじ","n","한자","meaning_to_japanese","2"
"漢字","かんじ","n","한자","japanese_to_meaning","2"
"関係","かんけい","n","관계","reading","2"
"関係","かんけい","n","관계","meaning_to_japanese","2"
"関係","かんけい","n","관계","japanese_to_meaning","2"
"簡単","かんたん","na-adj","간단한","reading","2"
"簡単","かんたん","na-adj","간단한","meaning_to_japanese","2"
"簡単","かんたん","na-adj","간단한","japanese_to_meaning","2"
"感動","かんどう","n/v","감동","reading","2"
"感動","かんどう","n/v","감동","meaning_to_japanese","2"
"感動","かんどう","n/v","감동","japanese_to_meaning","2"
"管理","かんり","n/v","관리","reading","2"
"管理","かんり","n/v","관리","meaning_to_japanese","2"
"管理","かんり","n/v","관리","japanese_to_meaning","2"
"木","き","n","나무","reading","1"
"木","き","n","나무","meaning_to_japanese","1"
"木","き","n","나무","japanese_to_meaning","1"
"機会","きかい","n","기회","reading","2"
"機会","きかい","n","기회","meaning_to_japanese","2"
"機会","きかい","n","기회","japanese_to_meaning","2"
"機械","きかい","n","기계","reading","2"
"機械","きかい","n","기계","meaning_to_japanese","2"
"機械","きかい","n","기계","japanese_to_meaning","2"
"期間","きかん","n","기간","reading","2"
"期間","きかん","n","기간","meaning_to_japanese","2"
"期間","きかん","n","기간","japanese_to_meaning","2"
"聞く","きく","v","듣다, 묻다","reading","2"
"聞く","きく","v","듣다, 묻다","meaning_to_japanese","2"
"聞く","きく","v","듣다, 묻다","japanese_to_meaning","2"
"効く","きく","v","효과가 있다","reading","2"
"効く","きく","v","효과가 있다","meaning_to_japanese","2"
